0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,1.710534018468640352e+04
4.166666666666666435e-02,1.623991475411890133e+04
6.250000000000000000e-02,1.564134331362375087e+04
8.333333333333332871e-02,1.523336372650953854e+04
1.041666666666666574e-01,1.496726351278787115e+04
1.250000000000000000e-01,1.477838988767711271e+04
1.458333333333333148e-01,1.465816118574991560e+04
1.666666666666666574e-01,1.459336870014972374e+04
1.875000000000000000e-01,1.451805178108250766e+04
2.083333333333333148e-01,1.449793699011005083e+04
2.291666666666666574e-01,1.449932605317818525e+04
2.500000000000000000e-01,1.442280048637029540e+04
2.708333333333333148e-01,1.447670495195540934e+04
2.916666666666666297e-01,1.448650467534488052e+04
3.125000000000000000e-01,1.434216010645730785e+04
3.333333333333333148e-01,1.454860512202362588e+04
3.541666666666666297e-01,1.446798881776969210e+04
3.750000000000000000e-01,1.421105655916843534e+04
3.958333333333333148e-01,1.478962546442563325e+04
4.166666666666666297e-01,1.430905071235140349e+04
4.375000000000000000e-01,1.402245403624800747e+04
4.583333333333333148e-01,1.487652571090140191e+04
4.791666666666666297e-01,1.487640595694148942e+04
5.000000000000000000e-01,1.402037639855017551e+04
5.208333333333332593e-01,1.402280208055781259e+04
5.416666666666666297e-01,1.488307044526986283e+04
5.625000000000000000e-01,1.488402227101010067e+04
5.833333333333332593e-01,1.402728897366465753e+04
6.041666666666666297e-01,1.402951479698991534e+04
6.250000000000000000e-01,1.487575724170534158e+04
6.458333333333332593e-01,1.455519587272409262e+04
6.666666666666666297e-01,1.403711212722385608e+04
6.875000000000000000e-01,1.439249200558754092e+04
7.083333333333332593e-01,1.490085366292294930e+04
7.291666666666666297e-01,1.445149381906474810e+04
7.500000000000000000e-01,1.404182083548274022e+04
7.708333333333332593e-01,1.481566427581961761e+04
7.916666666666666297e-01,1.470545322739917538e+04
8.125000000000000000e-01,1.404189148711634334e+04
8.333333333333332593e-01,1.405628632684436161e+04
8.541666666666666297e-01,1.490180749724463385e+04
8.750000000000000000e-01,1.490002948730024582e+04
8.958333333333332593e-01,1.403889475180239606e+04
9.166666666666666297e-01,1.431331457617516935e+04
9.375000000000000000e-01,1.489879483806208736e+04
9.583333333333332593e-01,1.478571840128850818e+04
9.791666666666666297e-01,1.403861037365132142e+04
1.000000000000000000e+00,1.403837550129072042e+04
1.020833333333333259e+00,1.489819627190592655e+04
1.041666666666666519e+00,1.489763667508980143e+04
1.062500000000000000e+00,1.403792786890486605e+04
1.083333333333333259e+00,1.403809428440413103e+04
1.104166666666666519e+00,1.489880761364840146e+04
1.125000000000000000e+00,1.489870161998882031e+04
1.145833333333333259e+00,1.403833834226346880e+04
1.166666666666666519e+00,1.403817613833616269e+04
1.187500000000000000e+00,1.489982643995214676e+04
1.208333333333333259e+00,1.471240975008199894e+04
1.229166666666666519e+00,1.404091424258302141e+04
1.250000000000000000e+00,1.404051362634516772e+04
1.270833333333333259e+00,1.490204697711480185e+04
1.291666666666666519e+00,1.490117048617390537e+04
1.312500000000000000e+00,1.403902298436594720e+04
1.333333333333333259e+00,1.405304914946389181e+04
1.354166666666666519e+00,1.489738670758649096e+04
1.375000000000000000e+00,1.489571865913824877e+04
1.395833333333333259e+00,1.403484615378141098e+04
1.416666666666666519e+00,1.433235978842760960e+04
1.437500000000000000e+00,1.489461882608244923e+04
1.458333333333333259e+00,1.468835154096442420e+04
1.479166666666666519e+00,1.403524897213407166e+04
1.500000000000000000e+00,1.403416519527782293e+04
1.520833333333333259e+00,1.489286228204191866e+04
1.541666666666666519e+00,1.489183039717600695e+04
1.562500000000000000e+00,1.403251258703698841e+04
1.583333333333333259e+00,1.403226381014391154e+04
1.604166666666666519e+00,1.489116241166032341e+04
1.625000000000000000e+00,1.489066964069767710e+04
1.645833333333333259e+00,1.404045100161789014e+04
1.666666666666666519e+00,1.415522711231055655e+04
1.687500000000000000e+00,1.551280024091912128e+04
1.708333333333333259e+00,1.696143684651399963e+04
1.729166666666666519e+00,1.797719217035431939e+04
1.750000000000000000e+00,1.879247031552809131e+04
1.770833333333333259e+00,1.896056761370587992e+04
1.791666666666666519e+00,1.776124323690180245e+04
1.812500000000000000e+00,1.593414501202298197e+04
1.833333333333333259e+00,1.537331667382958403e+04
1.854166666666666519e+00,1.564734443409801315e+04
1.875000000000000000e+00,1.534820427973778351e+04
1.895833333333333259e+00,1.428785580107657734e+04
1.916666666666666519e+00,1.413144050261460507e+04
1.937500000000000000e+00,1.493916556558719822e+04
1.958333333333333259e+00,1.486848405251853183e+04
1.979166666666666519e+00,1.393633444920536567e+04
2.000000000000000000e+00,1.401137948321043223e+04
2.020833333333333037e+00,1.478134100892203787e+04
2.041666666666666519e+00,1.447198941342375838e+04
2.062500000000000000e+00,1.409678748498081040e+04
2.083333333333333037e+00,1.381506143296507435e+04
2.104166666666666519e+00,1.471846154693874269e+04
2.125000000000000000e+00,1.518697700170087774e+04
2.145833333333333037e+00,1.351132059009843579e+04
2.166666666666666519e+00,1.393754664294667964e+04
2.187500000000000000e+00,1.527948012930764889e+04
