0.000000000000000000e+00,-2.040902900923658725e-01
2.083333333333333218e-02,-1.227208963043925627e-01
4.166666666666666435e-02,-6.969409313043892218e-02
6.250000000000000000e-02,-3.533647565075348496e-02
8.333333333333332871e-02,-1.326747476977314585e-02
1.041666666666666574e-01,7.227465173878190249e-04
1.250000000000000000e-01,9.411601713206041442e-03
1.458333333333333148e-01,1.463177821833833853e-02
1.666666666666666574e-01,1.759235913398792678e-02
1.875000000000000000e-01,1.908971207763492453e-02
2.083333333333333148e-01,1.964938895750042297e-02
2.291666666666666574e-01,1.961711857241160012e-02
2.500000000000000000e-01,1.921907423183458197e-02
2.708333333333333148e-01,1.860275952538002764e-02
2.916666666666666297e-01,1.786507707908525922e-02
3.125000000000000000e-01,1.707628095743836741e-02
3.333333333333333148e-01,1.626560030243639349e-02
3.541666666666666297e-01,1.544368255343661622e-02
3.750000000000000000e-01,1.469625369100816155e-02
3.958333333333333148e-01,1.402328090208357879e-02
4.166666666666666297e-01,1.323632151776789681e-02
4.375000000000000000e-01,1.265765019698594611e-02
4.583333333333333148e-01,1.208594254873718819e-02
4.791666666666666297e-01,1.149684307389218715e-02
5.000000000000000000e-01,1.087528302400765645e-02
5.208333333333332593e-01,1.024251395243275242e-02
5.416666666666666297e-01,9.688229985071518738e-03
5.625000000000000000e-01,9.140133893337919202e-03
5.833333333333332593e-01,8.490673958189729614e-03
6.041666666666666297e-01,7.797793713914738002e-03
6.250000000000000000e-01,7.232027522905028552e-03
6.458333333333332593e-01,6.545918232144903523e-03
6.666666666666666297e-01,6.046539683263165744e-03
6.875000000000000000e-01,5.450604574130861295e-03
7.083333333333332593e-01,5.234817784874096387e-03
7.291666666666666297e-01,4.792078262072189433e-03
7.500000000000000000e-01,4.528494969343503998e-03
7.708333333333332593e-01,4.262182958415480435e-03
7.916666666666666297e-01,3.954551405572532749e-03
8.125000000000000000e-01,3.702536045961215497e-03
8.333333333333332593e-01,3.457123584168363736e-03
8.541666666666666297e-01,3.424117214641112135e-03
8.750000000000000000e-01,3.418493017175814903e-03
8.958333333333332593e-01,3.313833024013171629e-03
9.166666666666666297e-01,3.040278921868362887e-03
9.375000000000000000e-01,3.033925279468049647e-03
9.583333333333332593e-01,2.887379352901088374e-03
9.791666666666666297e-01,2.730849301283489079e-03
1.000000000000000000e+00,2.527171943230874414e-03
1.020833333333333259e+00,2.431768357592339804e-03
1.041666666666666519e+00,2.341513231241539299e-03
1.062500000000000000e+00,2.130052005424526614e-03
1.083333333333333259e+00,1.880688619183861453e-03
1.104166666666666519e+00,1.769797549230665975e-03
1.125000000000000000e+00,1.678104982215399650e-03
1.145833333333333259e+00,1.440890719692310097e-03
1.166666666666666519e+00,1.154428187194256501e-03
1.187500000000000000e+00,1.037845413578302378e-03
1.208333333333333259e+00,8.355557588902818656e-04
1.229166666666666519e+00,6.942765873762944857e-04
1.250000000000000000e+00,5.714201975117725631e-04
1.270833333333333259e+00,6.597194539149472048e-04
1.291666666666666519e+00,7.903818934461713692e-04
1.312500000000000000e+00,8.096078357224026877e-04
1.333333333333333259e+00,7.950297587008181479e-04
1.354166666666666519e+00,8.940188569564128454e-04
1.375000000000000000e+00,9.783963473547552855e-04
1.395833333333333259e+00,9.996378286406220996e-04
1.416666666666666519e+00,8.355319335502435453e-04
1.437500000000000000e+00,8.998810177250480451e-04
1.458333333333333259e+00,7.886531205582930030e-04
1.479166666666666519e+00,8.083392842214197696e-04
1.500000000000000000e+00,7.924955884741029374e-04
1.520833333333333259e+00,8.039510722307056977e-04
1.541666666666666519e+00,7.971020181008524677e-04
1.562500000000000000e+00,7.676395915706392360e-04
1.583333333333333259e+00,7.278929662516067786e-04
1.604166666666666519e+00,6.756238618320408243e-04
1.625000000000000000e+00,3.968139870572199050e-05
1.645833333333333259e+00,-6.563420645867702567e-03
1.666666666666666519e+00,-4.439323984729556805e-02
1.687500000000000000e+00,-1.548955962060272473e-01
1.708333333333333259e+00,-3.077326241666960005e-01
1.729166666666666519e+00,-3.670790275137439385e-01
1.750000000000000000e+00,-2.839728630159681910e-01
1.770833333333333259e+00,-1.643859297655442808e-01
1.791666666666666519e+00,-7.589294348110822708e-02
1.812500000000000000e+00,-1.865833781347238027e-02
1.833333333333333259e+00,1.723978074310760986e-02
1.854166666666666519e+00,3.925386806413913576e-02
1.875000000000000000e+00,5.213988394244982449e-02
1.895833333333333259e+00,5.917609596410414174e-02
1.916666666666666519e+00,6.239479933413111246e-02
1.937500000000000000e+00,6.315062737604558440e-02
1.958333333333333259e+00,6.236582512176516713e-02
1.979166666666666519e+00,6.065188206319926251e-02
2.000000000000000000e+00,5.836247743589519782e-02
2.020833333333333037e+00,5.580110163451363486e-02
2.041666666666666519e+00,5.296812084904158058e-02
2.062500000000000000e+00,5.030365521946075780e-02
2.083333333333333037e+00,4.764700386410474636e-02
2.104166666666666519e+00,4.511151973785614694e-02
2.125000000000000000e+00,4.281077192899853529e-02
2.145833333333333037e+00,4.059253770442740328e-02
2.166666666666666519e+00,3.818450608990572870e-02
2.187500000000000000e+00,3.615765304507907035e-02
2.208333333333333037e+00,3.399842760640794243e-02
2.229166666666666519e+00,3.220395607189102671e-02
2.250000000000000000e+00,3.044989165096238445e-02
2.270833333333333037e+00,2.857757873964883108e-02
2.291666666666666519e+00,2.690956685056046169e-02
2.312500000000000000e+00,2.536948271079922032e-02
2.333333333333333037e+00,2.386504946671403130e-02
2.354166666666666519e+00,2.240603452863970321e-02
2.375000000000000000e+00,2.098044817071342133e-02
2.395833333333333037e+00,1.983697939104305669e-02
2.416666666666666519e+00,1.870164775912560445e-02
2.437500000000000000e+00,1.748466448115169880e-02
2.458333333333333037e+00,1.641133003683135222e-02
2.479166666666666519e+00,1.531063779977360692e-02
